setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,recompte
31,2022,01/08/2022,07/08/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,6.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,7.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,125.00
32,2020,03/08/2020,09/08/2020,61,LLEIDA,6100,LLEIDA,16.00
17,2022,25/04/2022,01/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,2.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,2.00
52,2020,21/12/2020,27/12/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,8.00
15,2021,12/04/2021,18/04/2021,61,LLEIDA,6100,LLEIDA,39.00
5,2022,31/01/2022,06/02/2022,64,GIRONA,6400,GIRONA,33.00
34,2022,22/08/2022,28/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,2.00
9,2021,01/03/2021,07/03/2021,64,GIRONA,6400,GIRONA,43.00
43,2020,19/10/2020,25/10/2020,64,GIRONA,6400,GIRONA,39.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,1.00
16,2020,13/04/2020,19/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,10.00
43,2021,25/10/2021,31/10/2021,78,BARCELONA,7802,METROPOLITANA NORD,17.00
42,2021,18/10/2021,24/10/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,11.00
8,2021,22/02/2021,28/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,31.00
7,2021,15/02/2021,21/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,15.00
3,2022,17/01/2022,23/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,37.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,47.00
28,2020,06/07/2020,12/07/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,5.00
33,2021,16/08/2021,22/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,35.00
38,2021,20/09/2021,26/09/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,4.00
18,2020,27/04/2020,03/05/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,6.00
37,2020,07/09/2020,13/09/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,149.00
9,2022,28/02/2022,06/03/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,17.00
50,2020,07/12/2020,13/12/2020,61,LLEIDA,6100,LLEIDA,10.00
28,2021,12/07/2021,18/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,119.00
23,2021,07/06/2021,13/06/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,7.00
16,2021,19/04/2021,25/04/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,30.00
27,2022,04/07/2022,10/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,4.00
49,2021,06/12/2021,12/12/2021,64,GIRONA,6400,GIRONA,39.00
12,2022,21/03/2022,27/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,20.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,48.00
26,2021,28/06/2021,04/07/2021,64,GIRONA,6400,GIRONA,6.00
27,2020,29/06/2020,05/07/2020,61,LLEIDA,6100,LLEIDA,6.00
12,2022,21/03/2022,27/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,11.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,3.00
2,2022,10/01/2022,16/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,39.00
47,2020,16/11/2020,22/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,43.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,36.00
3,2021,18/01/2021,24/01/2021,61,LLEIDA,6100,LLEIDA,26.00
25,2020,15/06/2020,21/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,11.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,23.00
13,2022,28/03/2022,03/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,16.00
30,2022,25/07/2022,31/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,5.00
52,2020,21/12/2020,27/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,32.00
11,2022,14/03/2022,20/03/2022,61,LLEIDA,6100,LLEIDA,5.00
43,2021,25/10/2021,31/10/2021,64,GIRONA,6400,GIRONA,7.00
52,2021,27/12/2021,02/01/2022,61,LLEIDA,6100,LLEIDA,25.00
43,2021,25/10/2021,31/10/2021,61,LLEIDA,6100,LLEIDA,4.00
24,2021,14/06/2021,20/06/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,8.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,54.00
44,2021,01/11/2021,07/11/2021,78,BARCELONA,7802,METROPOLITANA NORD,14.00
15,2022,11/04/2022,17/04/2022,64,GIRONA,6400,GIRONA,3.00
33,2022,15/08/2022,21/08/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,3.00
14,2021,05/04/2021,11/04/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,23.00
31,2020,27/07/2020,02/08/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,2.00
15,2022,11/04/2022,17/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,8.00
32,2020,03/08/2020,09/08/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,5.00
4,2022,24/01/2022,30/01/2022,61,LLEIDA,6100,LLEIDA,20.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,19.00
49,2021,06/12/2021,12/12/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,16.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,7.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,6.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,202.00
30,2022,25/07/2022,31/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,3.00
31,2021,02/08/2021,08/08/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,9.00
34,2020,17/08/2020,23/08/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,8.00
28,2021,12/07/2021,18/07/2021,64,GIRONA,6400,GIRONA,30.00
52,2021,27/12/2021,02/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,27.00
49,2020,30/11/2020,06/12/2020,64,GIRONA,6400,GIRONA,43.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,79.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,98.00
22,2021,31/05/2021,06/06/2021,61,LLEIDA,6100,LLEIDA,6.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,51.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,76.00
23,2021,07/06/2021,13/06/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,2.00
13,2020,23/03/2020,29/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,69.00
40,2021,04/10/2021,10/10/2021,64,GIRONA,6400,GIRONA,7.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,6.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,316.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,66.00
9,2021,01/03/2021,07/03/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,33.00
33,2021,16/08/2021,22/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,16.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,212.00
24,2020,08/06/2020,14/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,24.00
9,2021,01/03/2021,07/03/2021,61,LLEIDA,6100,LLEIDA,18.00
29,2020,13/07/2020,19/07/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,2.00
13,2022,28/03/2022,03/04/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,4.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,128.00
46,2020,09/11/2020,15/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,48.00
32,2020,03/08/2020,09/08/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,3.00
4,2022,24/01/2022,30/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,14.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,91.00
12,2020,16/03/2020,22/03/2020,61,LLEIDA,6100,LLEIDA,16.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,410.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,4.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,58.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,13.00
30,2020,20/07/2020,26/07/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,4.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,20.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,41.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,182.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,26.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,28.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,9.00
29,2020,13/07/2020,19/07/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,4.00
28,2022,11/07/2022,17/07/2022,64,GIRONA,6400,GIRONA,12.00
33,2021,16/08/2021,22/08/2021,61,LLEIDA,6100,LLEIDA,18.00
36,2020,31/08/2020,06/09/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,2.00
16,2022,18/04/2022,24/04/2022,78,BARCELONA,7801,METROPOLITANA SUD,4.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,4.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,40.00
17,2020,20/04/2020,26/04/2020,64,GIRONA,6400,GIRONA,78.00
42,2020,12/10/2020,18/10/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,22.00
30,2022,25/07/2022,31/07/2022,64,GIRONA,6400,GIRONA,2.00
4,2021,25/01/2021,31/01/2021,61,LLEIDA,6100,LLEIDA,35.00
8,2022,21/02/2022,27/02/2022,64,GIRONA,6400,GIRONA,21.00
35,2021,30/08/2021,05/09/2021,64,GIRONA,6400,GIRONA,24.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,119.00
6,2022,07/02/2022,13/02/2022,64,GIRONA,6400,GIRONA,30.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,63.00
44,2021,01/11/2021,07/11/2021,78,BARCELONA,7801,METROPOLITANA SUD,10.00
13,2022,28/03/2022,03/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,14.00
13,2020,23/03/2020,29/03/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,8.00
5,2021,01/02/2021,07/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,30.00
46,2021,15/11/2021,21/11/2021,78,BARCELONA,7803,BARCELONA CIUTAT,29.00
13,2021,29/03/2021,04/04/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,4.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,9.00
25,2021,21/06/2021,27/06/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,2.00
22,2022,30/05/2022,05/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
20,2020,11/05/2020,17/05/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,140.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,156.00
24,2020,08/06/2020,14/06/2020,64,GIRONA,6400,GIRONA,6.00
21,2022,23/05/2022,29/05/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,5.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,11.00
33,2022,15/08/2022,21/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,1.00
32,2021,09/08/2021,15/08/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,5.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,40.00
19,2021,10/05/2021,16/05/2021,61,LLEIDA,6100,LLEIDA,18.00
17,2022,25/04/2022,01/05/2022,64,GIRONA,6400,GIRONA,3.00
18,2022,02/05/2022,08/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,1.00
44,2020,26/10/2020,01/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,51.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,50.00
31,2022,01/08/2022,07/08/2022,61,LLEIDA,6100,LLEIDA,3.00
15,2021,12/04/2021,18/04/2021,64,GIRONA,6400,GIRONA,47.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,48.00
45,2021,08/11/2021,14/11/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,4.00
5,2022,31/01/2022,06/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,34.00
39,2021,27/09/2021,03/10/2021,78,BARCELONA,7803,BARCELONA CIUTAT,39.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,133.00
45,2020,02/11/2020,08/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,21.00
42,2021,18/10/2021,24/10/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,4.00
33,2021,16/08/2021,22/08/2021,64,GIRONA,6400,GIRONA,43.00
26,2020,22/06/2020,28/06/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,3.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,22.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,34.00
40,2022,03/10/2022,09/10/2022,64,GIRONA,6400,GIRONA,3.00
27,2022,04/07/2022,10/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,2.00
38,2020,14/09/2020,20/09/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,4.00
45,2021,08/11/2021,14/11/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,10.00
44,2021,01/11/2021,07/11/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,5.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,73.00
52,2021,27/12/2021,02/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,26.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,186.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,58.00
44,2020,26/10/2020,01/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,12.00
24,2020,08/06/2020,14/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,25.00
16,2021,19/04/2021,25/04/2021,61,LLEIDA,6100,LLEIDA,38.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,6.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,349.00
27,2021,05/07/2021,11/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,15.00
8,2022,21/02/2022,27/02/2022,61,LLEIDA,6100,LLEIDA,4.00
39,2021,27/09/2021,03/10/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,4.00
26,2021,28/06/2021,04/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,11.00
5,2021,01/02/2021,07/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,24.00
39,2022,26/09/2022,02/10/2022,64,GIRONA,6400,GIRONA,1.00
36,2020,31/08/2020,06/09/2020,61,LLEIDA,6100,LLEIDA,11.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,38.00
33,2022,15/08/2022,21/08/2022,61,LLEIDA,6100,LLEIDA,2.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,141.00
29,2022,18/07/2022,24/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,7.00
36,2021,06/09/2021,12/09/2021,64,GIRONA,6400,GIRONA,25.00
13,2020,23/03/2020,29/03/2020,61,LLEIDA,6100,LLEIDA,42.00
30,2021,26/07/2021,01/08/2021,61,LLEIDA,6100,LLEIDA,21.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,15.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,169.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,142.00
40,2021,04/10/2021,10/10/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,7.00
11,2022,14/03/2022,20/03/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,7.00
19,2021,10/05/2021,16/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,123.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,188.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,86.00
8,2022,21/02/2022,27/02/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,6.00
20,2021,17/05/2021,23/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,90.00
26,2022,27/06/2022,03/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,5.00
21,2021,24/05/2021,30/05/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,29.00
48,2021,29/11/2021,05/12/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,3.00
43,2020,19/10/2020,25/10/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,7.00
44,2020,26/10/2020,01/11/2020,61,LLEIDA,6100,LLEIDA,19.00
29,2020,13/07/2020,19/07/2020,61,LLEIDA,6100,LLEIDA,15.00
8,2022,21/02/2022,27/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,13.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,48.00
4,2022,24/01/2022,30/01/2022,64,GIRONA,6400,GIRONA,49.00
35,2021,30/08/2021,05/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,77.00
38,2022,19/09/2022,25/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,0.00
22,2020,25/05/2020,31/05/2020,64,GIRONA,6400,GIRONA,9.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,244.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,6.00
18,2021,03/05/2021,09/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,34.00
26,2020,22/06/2020,28/06/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,4.00
25,2020,15/06/2020,21/06/2020,61,LLEIDA,6100,LLEIDA,4.00
32,2021,09/08/2021,15/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,28.00
35,2020,24/08/2020,30/08/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,3.00
26,2021,28/06/2021,04/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,29.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,12.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,139.00
25,2022,20/06/2022,26/06/2022,64,GIRONA,6400,GIRONA,5.00
41,2021,11/10/2021,17/10/2021,78,BARCELONA,7801,METROPOLITANA SUD,11.00
20,2020,11/05/2020,17/05/2020,61,LLEIDA,6100,LLEIDA,12.00
18,2021,03/05/2021,09/05/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,16.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,49.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,3.00
26,2022,27/06/2022,03/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,3.00
24,2021,14/06/2021,20/06/2021,78,BARCELONA,7802,METROPOLITANA NORD,22.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,620.00
34,2020,17/08/2020,23/08/2020,61,LLEIDA,6100,LLEIDA,18.00
53,2020,28/12/2020,03/01/2021,61,LLEIDA,6100,LLEIDA,14.00
38,2022,19/09/2022,25/09/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,1.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,184.00
24,2022,13/06/2022,19/06/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,1.00
24,2021,14/06/2021,20/06/2021,64,GIRONA,6400,GIRONA,17.00
19,2020,04/05/2020,10/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,18.00
17,2021,26/04/2021,02/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,36.00
20,2021,17/05/2021,23/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,18.00
10,2022,07/03/2022,13/03/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,15.00
24,2020,08/06/2020,14/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,14.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,43.00
27,2020,29/06/2020,05/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,9.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,97.00
3,2022,17/01/2022,23/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,13.00
42,2020,12/10/2020,18/10/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,5.00
11,2021,15/03/2021,21/03/2021,64,GIRONA,6400,GIRONA,35.00
32,2020,03/08/2020,09/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,20.00
14,2020,30/03/2020,05/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,10.00
28,2022,11/07/2022,17/07/2022,61,LLEIDA,6100,LLEIDA,2.00
