setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,recompte
8,2022,21/02/2022,27/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,22.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,79.00
28,2022,11/07/2022,17/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,4.00
34,2021,23/08/2021,29/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,16.00
29,2021,19/07/2021,25/07/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,19.00
7,2022,14/02/2022,20/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,20.00
50,2020,07/12/2020,13/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,18.00
18,2021,03/05/2021,09/05/2021,64,GIRONA,6400,GIRONA,43.00
46,2021,15/11/2021,21/11/2021,61,LLEIDA,6100,LLEIDA,7.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,51.00
40,2020,28/09/2020,04/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,10.00
29,2021,19/07/2021,25/07/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,6.00
28,2020,06/07/2020,12/07/2020,61,LLEIDA,6100,LLEIDA,12.00
38,2020,14/09/2020,20/09/2020,64,GIRONA,6400,GIRONA,10.00
12,2022,21/03/2022,27/03/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,12.00
14,2021,05/04/2021,11/04/2021,61,LLEIDA,6100,LLEIDA,36.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,135.00
13,2020,23/03/2020,29/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,64.00
26,2021,28/06/2021,04/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,17.00
16,2020,13/04/2020,19/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,45.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,66.00
9,2021,01/03/2021,07/03/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,33.00
18,2020,27/04/2020,03/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,27.00
18,2022,02/05/2022,08/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,5.00
16,2021,19/04/2021,25/04/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,10.00
25,2021,21/06/2021,27/06/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,2.00
2,2021,11/01/2021,17/01/2021,61,LLEIDA,6100,LLEIDA,16.00
24,2020,08/06/2020,14/06/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,7.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,105.00
10,2022,07/03/2022,13/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,32.00
22,2022,30/05/2022,05/06/2022,64,GIRONA,6400,GIRONA,2.00
4,2021,25/01/2021,31/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,65.00
16,2022,18/04/2022,24/04/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,2.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,120.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,5.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,155.00
26,2020,22/06/2020,28/06/2020,61,LLEIDA,6100,LLEIDA,6.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,16.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,189.00
28,2021,12/07/2021,18/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,81.00
39,2021,27/09/2021,03/10/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,13.00
45,2021,08/11/2021,14/11/2021,64,GIRONA,6400,GIRONA,13.00
28,2021,12/07/2021,18/07/2021,61,LLEIDA,6100,LLEIDA,6.00
17,2020,20/04/2020,26/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,8.00
23,2021,07/06/2021,13/06/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,21.00
48,2021,29/11/2021,05/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,26.00
51,2021,20/12/2021,26/12/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,14.00
9,2022,28/02/2022,06/03/2022,61,LLEIDA,6100,LLEIDA,4.00
46,2021,15/11/2021,21/11/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,9.00
22,2021,31/05/2021,06/06/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,5.00
44,2021,01/11/2021,07/11/2021,61,LLEIDA,6100,LLEIDA,4.00
47,2021,22/11/2021,28/11/2021,61,LLEIDA,6100,LLEIDA,8.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,166.00
39,2022,26/09/2022,02/10/2022,78,BARCELONA,7802,METROPOLITANA NORD,3.00
6,2021,08/02/2021,14/02/2021,61,LLEIDA,6100,LLEIDA,25.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,12.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,24.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,3.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,10.00
36,2020,31/08/2020,06/09/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
25,2020,15/06/2020,21/06/2020,64,GIRONA,6400,GIRONA,6.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,281.00
51,2020,14/12/2020,20/12/2020,61,LLEIDA,6100,LLEIDA,9.00
10,2022,07/03/2022,13/03/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,10.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,112.00
20,2022,16/05/2022,22/05/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,5.00
39,2021,27/09/2021,03/10/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,9.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,334.00
45,2021,08/11/2021,14/11/2021,61,LLEIDA,6100,LLEIDA,6.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,41.00
19,2021,10/05/2021,16/05/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,16.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,9.00
6,2021,08/02/2021,14/02/2021,64,GIRONA,6400,GIRONA,49.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,556.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,54.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,56.00
30,2021,26/07/2021,01/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,37.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,127.00
4,2021,25/01/2021,31/01/2021,64,GIRONA,6400,GIRONA,52.00
6,2022,07/02/2022,13/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,26.00
2,2022,10/01/2022,16/01/2022,61,LLEIDA,6100,LLEIDA,19.00
18,2022,02/05/2022,08/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,5.00
6,2021,08/02/2021,14/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,32.00
34,2021,23/08/2021,29/08/2021,61,LLEIDA,6100,LLEIDA,15.00
24,2021,14/06/2021,20/06/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,3.00
23,2020,01/06/2020,07/06/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,2.00
35,2021,30/08/2021,05/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,18.00
49,2020,30/11/2020,06/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,46.00
45,2021,08/11/2021,14/11/2021,78,BARCELONA,7803,BARCELONA CIUTAT,22.00
20,2020,11/05/2020,17/05/2020,64,GIRONA,6400,GIRONA,25.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,176.00
35,2020,24/08/2020,30/08/2020,64,GIRONA,6400,GIRONA,6.00
17,2021,26/04/2021,02/05/2021,61,LLEIDA,6100,LLEIDA,30.00
12,2020,16/03/2020,22/03/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,5.00
53,2020,28/12/2020,03/01/2021,64,GIRONA,6400,GIRONA,36.00
16,2022,18/04/2022,24/04/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,0.00
51,2020,14/12/2020,20/12/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,5.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,63.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,60.00
10,2021,08/03/2021,14/03/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,5.00
31,2020,27/07/2020,02/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,34.00
50,2020,07/12/2020,13/12/2020,64,GIRONA,6400,GIRONA,42.00
29,2021,19/07/2021,25/07/2021,61,LLEIDA,6100,LLEIDA,18.00
52,2021,27/12/2021,02/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,13.00
26,2022,27/06/2022,03/07/2022,61,LLEIDA,6100,LLEIDA,5.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7801,METROPOLITANA SUD,26.00
25,2021,21/06/2021,27/06/2021,78,BARCELONA,7802,METROPOLITANA NORD,28.00
38,2020,14/09/2020,20/09/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
37,2021,13/09/2021,19/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,14.00
3,2021,18/01/2021,24/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,31.00
39,2020,21/09/2020,27/09/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,16.00
41,2022,10/10/2022,16/10/2022,61,LLEIDA,6100,LLEIDA,2.00
11,2022,14/03/2022,20/03/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,3.00
15,2022,11/04/2022,17/04/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,1.00
13,2022,28/03/2022,03/04/2022,64,GIRONA,6400,GIRONA,5.00
28,2020,06/07/2020,12/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,5.00
29,2022,18/07/2022,24/07/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
23,2022,06/06/2022,12/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
27,2021,05/07/2021,11/07/2021,61,LLEIDA,6100,LLEIDA,4.00
1,2021,04/01/2021,10/01/2021,61,LLEIDA,6100,LLEIDA,13.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,234.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,45.00
39,2020,21/09/2020,27/09/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,7.00
34,2020,17/08/2020,23/08/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,4.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,51.00
19,2020,04/05/2020,10/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,24.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,107.00
9,2022,28/02/2022,06/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,27.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,44.00
25,2021,21/06/2021,27/06/2021,64,GIRONA,6400,GIRONA,12.00
11,2021,15/03/2021,21/03/2021,61,LLEIDA,6100,LLEIDA,17.00
1,2021,04/01/2021,10/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,27.00
51,2020,14/12/2020,20/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,33.00
32,2021,09/08/2021,15/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,20.00
42,2020,12/10/2020,18/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,14.00
23,2022,06/06/2022,12/06/2022,64,GIRONA,6400,GIRONA,2.00
53,2020,28/12/2020,03/01/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,9.00
17,2021,26/04/2021,02/05/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,12.00
9,2022,28/02/2022,06/03/2022,64,GIRONA,6400,GIRONA,14.00
29,2020,13/07/2020,19/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,4.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,134.00
30,2020,20/07/2020,26/07/2020,61,LLEIDA,6100,LLEIDA,15.00
39,2020,21/09/2020,27/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,38.00
48,2021,29/11/2021,05/12/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,16.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,114.00
19,2020,04/05/2020,10/05/2020,61,LLEIDA,6100,LLEIDA,12.00
2,2021,11/01/2021,17/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,56.00
10,2022,07/03/2022,13/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,40.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7802,METROPOLITANA NORD,47.00
23,2022,06/06/2022,12/06/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,5.00
24,2022,13/06/2022,19/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,1.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,96.00
29,2020,13/07/2020,19/07/2020,78,BARCELONA,7803,BARCELONA CIUTAT,14.00
15,2021,12/04/2021,18/04/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,22.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,175.00
14,2021,05/04/2021,11/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,34.00
40,2020,28/09/2020,04/10/2020,64,GIRONA,6400,GIRONA,19.00
8,2021,22/02/2021,28/02/2021,61,LLEIDA,6100,LLEIDA,17.00
49,2020,30/11/2020,06/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,14.00
52,2020,21/12/2020,27/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,23.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,127.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,111.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,101.00
23,2021,07/06/2021,13/06/2021,64,GIRONA,6400,GIRONA,14.00
34,2021,23/08/2021,29/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,28.00
15,2022,11/04/2022,17/04/2022,61,LLEIDA,6100,LLEIDA,0.00
42,2021,18/10/2021,24/10/2021,78,BARCELONA,7801,METROPOLITANA SUD,11.00
24,2020,08/06/2020,14/06/2020,61,LLEIDA,6100,LLEIDA,4.00
31,2020,27/07/2020,02/08/2020,64,GIRONA,6400,GIRONA,10.00
30,2020,20/07/2020,26/07/2020,78,BARCELONA,7803,BARCELONA CIUTAT,24.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,73.00
39,2021,27/09/2021,03/10/2021,78,BARCELONA,7802,METROPOLITANA NORD,28.00
3,2022,17/01/2022,23/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,29.00
16,2022,18/04/2022,24/04/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,2.00
10,2022,07/03/2022,13/03/2022,61,LLEIDA,6100,LLEIDA,4.00
45,2021,08/11/2021,14/11/2021,78,BARCELONA,7801,METROPOLITANA SUD,9.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,140.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,17.00
38,2020,14/09/2020,20/09/2020,61,LLEIDA,6100,LLEIDA,5.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,22.00
23,2021,07/06/2021,13/06/2021,61,LLEIDA,6100,LLEIDA,3.00
25,2022,20/06/2022,26/06/2022,61,LLEIDA,6100,LLEIDA,4.00
10,2022,07/03/2022,13/03/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,2.00
7,2022,14/02/2022,20/02/2022,61,LLEIDA,6100,LLEIDA,6.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,278.00
12,2020,16/03/2020,22/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,29.00
2,2022,10/01/2022,16/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,11.00
12,2021,22/03/2021,28/03/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,23.00
12,2020,16/03/2020,22/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,23.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,27.00
32,2022,08/08/2022,14/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,1.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,198.00
37,2021,13/09/2021,19/09/2021,61,LLEIDA,6100,LLEIDA,9.00
16,2021,19/04/2021,25/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,38.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,7.00
33,2020,10/08/2020,16/08/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,7.00
39,2022,26/09/2022,02/10/2022,78,BARCELONA,7803,BARCELONA CIUTAT,7.00
3,2021,18/01/2021,24/01/2021,64,GIRONA,6400,GIRONA,54.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,22.00
44,2021,01/11/2021,07/11/2021,64,GIRONA,6400,GIRONA,9.00
40,2022,03/10/2022,09/10/2022,78,BARCELONA,7801,METROPOLITANA SUD,0.00
24,2020,08/06/2020,14/06/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,2.00
29,2020,13/07/2020,19/07/2020,78,BARCELONA,7801,METROPOLITANA SUD,11.00
25,2021,21/06/2021,27/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,52.00
17,2020,20/04/2020,26/04/2020,61,LLEIDA,6100,LLEIDA,32.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,43.00
14,2020,30/03/2020,05/04/2020,61,LLEIDA,6100,LLEIDA,51.00
26,2020,22/06/2020,28/06/2020,64,GIRONA,6400,GIRONA,7.00
18,2020,27/04/2020,03/05/2020,61,LLEIDA,6100,LLEIDA,19.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,6.00
17,2020,20/04/2020,26/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,64.00
24,2021,14/06/2021,20/06/2021,61,LLEIDA,6100,LLEIDA,3.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,89.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,5.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,103.00
46,2021,15/11/2021,21/11/2021,78,BARCELONA,7802,METROPOLITANA NORD,23.00
42,2021,18/10/2021,24/10/2021,78,BARCELONA,7802,METROPOLITANA NORD,20.00
29,2022,18/07/2022,24/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,2.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,53.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,155.00
40,2020,28/09/2020,04/10/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,16.00
7,2021,15/02/2021,21/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,41.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,81.00
35,2022,29/08/2022,04/09/2022,64,GIRONA,6400,GIRONA,1.00
25,2020,15/06/2020,21/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,14.00
43,2020,19/10/2020,25/10/2020,61,LLEIDA,6100,LLEIDA,14.00
4,2021,25/01/2021,31/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,32.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,74.00
34,2020,17/08/2020,23/08/2020,64,GIRONA,6400,GIRONA,5.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,149.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,72.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,63.00
38,2021,20/09/2021,26/09/2021,61,LLEIDA,6100,LLEIDA,6.00
35,2020,24/08/2020,30/08/2020,61,LLEIDA,6100,LLEIDA,17.00
43,2021,25/10/2021,31/10/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,4.00
50,2021,13/12/2021,19/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,21.00
26,2021,28/06/2021,04/07/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,2.00
37,2021,13/09/2021,19/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,14.00
21,2021,24/05/2021,30/05/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,8.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,12.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,0.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,69.00
23,2020,01/06/2020,07/06/2020,61,LLEIDA,6100,LLEIDA,5.00
17,2022,25/04/2022,01/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,4.00
10,2021,08/03/2021,14/03/2021,61,LLEIDA,6100,LLEIDA,18.00
31,2020,27/07/2020,02/08/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,4.00
1,2021,04/01/2021,10/01/2021,64,GIRONA,6400,GIRONA,43.00
7,2022,14/02/2022,20/02/2022,64,GIRONA,6400,GIRONA,31.00
36,2021,06/09/2021,12/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,16.00
18,2020,27/04/2020,03/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,43.00
24,2021,14/06/2021,20/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,58.00
